provincia;Departamento;sector;ambito;Localizacion;ElectricidadSi;ElectricidadRedpública;ElectricidadGrupoelectrógeno;ElectricidadPanelfotovoltaicosolar;ElectricidadGeneradoreólico;ElectricidadGeneradorhidráulico;ElectricidadOtro;EquipamientoEstablecimientoTelevisor;EquipamientoEstablecimientoSistemamultimediaoCañón;EquipamientoEstablecimientoScanner;EquipamientoEstablecimientoWebcam;EquipamientoEstablecimientoReproductordeCD;EquipamientoEstablecimientoReproductordeDVD;EquipamientoEstablecimientoImpresora;EquipamientoEstablecimientoEquipoemisorderadioAMFM;EquipamientoEstablecimientoEquiporeceptorderadioAMFM;EquipamientoEstablecimientoServidorparausoescolar;EquipamientoEstablecimientoImpresora3D;EquipamientoEstablecimientoEquipodeSonido;EquipamientoEstablecimientoPizarrasdigitales;EquipamientoBibliotecaTelevisor;EquipamientoBibliotecaSistemamultimediaoCañón;EquipamientoBibliotecaScanner;EquipamientoBibliotecaEquipamientoBibliotecaWebcam;EquipamientoBibliotecaReproductordeCD;EquipamientoBibliotecaReproductordeDVD;EquipamientoBibliotecaImpresora;EquipamientoBibliotecaEquipoemisorderadioAMFM;EquipamientoBibliotecaEquiporeceptorderadioAMFM;EquipamientoBibliotecaServidorparausoescolar;InternetTipodeservicioGratuitoEstado;InternetTipodeservicioGratuitoOtro;InternetTipodeservicioPago;InternetTipodeconexiónTelefónica;InternetTipodeconexiónADSL;InternetTipodeconexiónCableMódem;InternetTipodeconexiónSatelital;InternetTipodeconexiónOtroTipo;InternetTipodeconexiónMóvil;EspaciosconconexiónEneláreadeadministración;EspaciosconconexiónEnlasaulas;EspaciosconconexiónEnlabibliotecas;EspaciosconconexiónEnotroespaciodelestablecimiento;EspaciosconconexiónEnellaboratorio;CooperadoraConpersoneríajurídica;CooperadoraSinpersoneríajurídica;CooperadoraNo;SistemadeGestiónEscolarSi;SistemadeGestiónEscolarProvistoporelMinisterio;SistemadeGestiónEscolarDesarrolladoporterceros;SistemadeGestiónEscolarEncargadoporelEstablecimiento;SistemadeGestiónEscolarPlanilladeCalculo;DisponedesalaolaboratoriodeinformáticaSi;LaboratorioFuncionaesespacioexclusivoSi;BibliotecaDisponedealmenosunaSi;BibliotecaFuncionaesespacioexclusivoSi;SubvenciónEstatalJardínMaternalSi;SubvenciónEstatalJardíndeInfantesSi;SubvenciónEstatalPrimariaSi;SubvenciónEstatalSecundariaSi;SubvenciónEstatalSNUSi
Formosa;MATACOS;Estatal;Urbano;21;20;20; ; ; ; ; ;5;11;5;3;1;1;9;4; ; ; ;11;7;4;2;1; ;1;1;3;1; ; ;18; ; ;2; ;8;10; ;2;17;8;6;8;5;3;7;11;19;18; ; ;1;7;5;15;7; ; ; ; ; 
Formosa;PATIÑO;Estatal;Rural;213;175;167;7; ; ; ;1;49;69;37;21;22;25;101;32; ;12;4;83;33;7;12;7;2;4;6;17;4; ;1;119;1; ;8;1;30;61;15;14;84;86;19;44;14;30;42;141;174;174; ; ; ;31;10;82;28; ; ; ; ; 
Formosa;PATIÑO;Estatal;Urbano;89;89;89; ; ; ; ; ;28;47;19;19;11;9;58;20; ;5;4;49;34;5;13;1;4;3;2;11;4; ;2;75; ; ;2;1;15;34;18;8;64;54;24;25;21;20;28;41;65;65; ; ; ;22;14;52;30; ; ; ; ; 
Formosa;PILAGAS;Estatal;Rural;63;62;62; ; ; ; ; ;25;25;20;12;11;8;41;24; ;6;2;34;13;10;7;6;9;5;2;11;15; ;1;40; ; ;1; ;4;22;14;3;26;31;6;13;8;17;12;34;50;50; ; ; ;11;5;38;12; ; ; ; ; 
Formosa;PILAGAS;Estatal;Urbano;18;18;18; ; ; ; ; ;6;9;7;2;1;1;11;3; ; ; ;18;12;2;2; ;1;1;1;2;2; ; ;16; ; ;1; ;3;10;1;1;15;15;7;9;4;4;5;9;17;17; ; ; ;3;1;17;6; ; ; ; ; 
Formosa;PILCOMAYO;Estatal;Rural;95;89;88; ; ; ; ;1;35;48;26;8;21;15;47;28; ;3;3;49;27;12;16;4;1;6;5;12;7; ; ;56; ; ;2; ;10;33;7;5;42;42;19;18;12;12;18;65;62;62; ; ; ;21;10;55;22; ; ; ; ; 
Formosa;PILCOMAYO;Estatal;Urbano;66;66;66; ; ; ; ; ;38;49;26;10;21;18;51;32; ;7;4;57;30;5;11;5;2;5;5;9;7; ;1;55; ;5;10;6;17;19;16;5;60;54;22;23;19;10;25;31;51;51; ; ; ;23;15;48;27; ; ; ; ; 
Formosa;PILCOMAYO;Privado;Urbano;13;13;13; ; ; ; ; ;7;5;4;3;4;2;7;4; ;3;1;9;1;2;2; ;1;2;1;2;1; ; ;1;1;7;1;3;3; ;3;1;8;3;1;2;4; ; ;13;4;4; ; ; ;5;5;4;3;4;7;3;4;2
Formosa;PIRANE;Estatal;Rural;153;146;145;1; ; ; ; ;56;60;31;12;20;25;91;44; ;10;7;72;23;13;14;5;4;4;4;17;6; ;3;104; ;1;2; ;7;80;15;7;69;87;19;53;15;32;18;102;140;140; ; ; ;30;7;63;21; ; ; ; ; 
Formosa;PIRANE;Estatal;Urbano;68;68;68; ; ; ; ; ;38;52;20;12;17;14;47;24; ;3;3;58;36;10;15;6;3;7;7;13;7; ; ;54; ;2;6;3;19;24;6;4;49;45;29;36;27;28;10;30;58;57; ; ;1;32;23;46;33; ; ; ; ; 
Formosa;PIRANE;Privado;Urbano;10;10;10;1;1;1;1;1;4;5;2;1;1; ;5;2; ; ; ;6; ; ;1; ; ; ; ;1; ; ; ;2; ;4;1;2;1;1; ;1;5;4;1;2;1;2; ;8;1; ; ;1; ;1;1;5;1;4;6;4;3; 
Formosa;RAMON LISTA;Estatal;Rural;100;97;96;1; ; ; ; ;20;40;11;7;5;5;52;9; ;1;4;22;16;8;11;3;1;1;2;14;1; ; ;34;1;1;3;2;8;9;11;6;27;20;9;12;4;4;55;40;88;88; ; ; ;12;5;52;15; ; ; ; ; 
Jujuy;COCHINOCA;Estatal;Rural;37;37;34;1;3; ; ; ;25;35;8;8;11;13;33;3; ;6; ;20;24;5;9;1;2;2;4;6;2; ;1;26;1; ;1; ;1;24; ;1;13;6;6;11;4;1;11;25;36;36; ; ; ;8;5;29;15; ; ; ; ; 
Jujuy;COCHINOCA;Estatal;Urbano;12;12;12; ;1; ; ; ;10;11;3; ;4;1;9;1; ;1;3;7;8;3;2; ; ; ;1; ; ; ;1;4;1;3;1; ;3; ;4; ;7;5;5;3;3;5;5;2;10;10; ; ; ;9;4;12;6; ; ; ; ; 
Jujuy;DOCTOR MANUEL BELGRANO;Estatal;Rural;22;22;22; ;1; ; ; ;14;21;7;7;8;10;21;6; ;3; ;16;10;6;5;2;2;2;3;5;1; ;2;10;4;3;1; ;9;8; ; ;15;11;8;7;4;4;11;7;22;22; ; ; ;9;5;20;13; ; ; ; ; 
Jujuy;DOCTOR MANUEL BELGRANO;Estatal;Urbano;164;164;164; ; ; ; ;1;118;148;73;32;57;52;143;43; ;14;15;134;88;37;37;10;5;17;14;21;12; ;4;85;5;46;39;18;78;7;21;18;130;88;67;65;51;52;77;35;149;149; ; ; ;67;42;127;90; ; ; ; ; 
Jujuy;DOCTOR MANUEL BELGRANO;Privado;Urbano;72;72;72;4; ; ; ; ;57;60;57;41;41;35;68;30; ;15;6;67;10;14;20;12;10;15;12;15;7; ;4;2; ;70;29;14;44; ;5;11;71;56;35;41;39;2; ;70;56;49;1;5;1;38;35;44;27;4;14;11;10;3
Jujuy;EL CARMEN;Estatal;Rural;27;27;27; ;5; ; ; ;16;26;6;6;5;5;23;6; ;2;1;18;15;2;4; ;1;3;1;2;3; ; ;1;1;11; ;2;8; ;3;1;12;4;2;4;2;4;10;13;27;27; ; ; ;7;4;16;10; ; ; ; ; 
Jujuy;EL CARMEN;Estatal;Urbano;62;62;62; ;1; ; ; ;51;55;21;13;25;25;52;15; ;7;7;55;32;19;10;2; ;6;6;9;5; ;2;16;6;25;14;2;30; ;3;6;47;24;18;13;18;13;32;17;60;58;1;1; ;23;15;48;34; ; ; ; ; 
Jujuy;EL CARMEN;Privado;Urbano;9;9;9; ; ; ; ; ;7;6;6;5;5;5;8;4; ;1; ;9; ;2;3;2;2;4;4;4;2; ; ;1; ;8;3;2;6; ; ;1;9;5;4;4;4; ; ;9;9;7;1;1; ;4;4;6;6;1;4;3;3;1
Jujuy;Enmascarado;Privado;Rural;3;3;3; ; ; ; ; ;2;1;1;1;2; ;2; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ; ;2;1; ;1; ; ; ;3;3;2; ;1; ; ; ; ; ; ; ; ; ; 
Jujuy;Enmascarado;Privado;Urbano;10;10;10; ; ; ; ; ;6;8;3;3;2;2;10;4; ; ;1;10;3;3;3;2;2;2;2;6;2; ; ; ; ;8;4;1;4; ;2;1;8;6;6;7;3;2; ;8;8;8; ; ; ;4;3;10;7;1;5;2;2;1
Jujuy;HUMAHUACA;Estatal;Rural;44;44;38; ;11; ; ; ;26;41;5;7;12;16;38;5; ;4;1;25;25;3;6; ;1;2;3;3;1; ;1;22; ; ;1; ;5;18; ;1;12;12;1;7;2;1;10;33;42;42; ; ; ;13;9;29;10; ; ; ; ; 
Jujuy;HUMAHUACA;Estatal;Urbano;17;17;17; ; ; ; ;1;15;16;6;4;7;9;15;6; ; ;5;13;6;5;3;1; ;2;4;1;2; ; ;6;2;3;1; ;5;4;2;2;11;5;5;3;8;2;14;1;15;15; ; ; ;11;6;14;6; ; ; ; ; 
Jujuy;LEDESMA;Estatal;Rural;6;6;5; ;1; ; ; ;5;5;4;2;2;3;6; ; ; ; ;5;4; ; ; ; ; ; ; ; ; ; ;1;1;1;1; ;3;1; ; ;3;2; ;1; ; ;3;3;6;6; ; ; ;2;2;4;1; ; ; ; ; 
Jujuy;LEDESMA;Estatal;Urbano;64;64;63; ;2; ; ; ;43;55;17;10;15;13;51;13; ;3;8;50;32;17;9; ;1;3;2;6;1; ; ;10;5;24;8;3;22;3;4;1;38;14;14;12;13;13;37;14;59;59; ; ; ;22;16;46;33; ; ; ; ; 
Jujuy;LEDESMA;Privado;Urbano;8;8;8; ; ; ; ; ;4;7;5;4;2;3;6;3; ;2;2;7; ;2;3; ;1;1;2;1; ; ; ; ; ;8; ; ;7;1;1;1;8;4;3;3;4; ; ;8;6;5;1; ; ;4;3;6;3; ;1;1;2;1
Jujuy;PALPALA;Estatal;Rural;10;10;10; ; ; ; ; ;5;10;5;1;1;3;10;2; ; ;1;5;8;2;1; ; ;1;1;1;1; ; ;5;1; ;1; ;1;4; ; ;4;3; ;3;2;1;1;8;10;10; ; ; ;4;2;7;3; ; ; ; ; 
Jujuy;PALPALA;Estatal;Urbano;31;31;31; ;1; ; ; ;28;27;11;8;13;13;28;12; ;7;2;26;22;7;6;2;2;4;4;3;2; ;2;1;1;23;8;3;17;1;2;4;25;6;7;9;9;10;16;5;29;29; ; ; ;12;7;26;15; ; ; ; ; 
Jujuy;RINCONADA;Estatal;Rural;18;18;18; ;1; ; ; ;11;18;6;5;6;7;16;3; ;3; ;10;11;1;3; ;3;1;1;2; ; ; ;11; ; ;1;1;3;7;1;1;8;4;3;3;2;1;9;8;17;17; ; ; ;6;3;11;5; ; ; ; ; 
Jujuy;SAN ANTONIO;Estatal;Rural;8;8;8; ; ; ; ; ;8;8;4;3;3;3;6;2; ;3; ;6;4;2;2;1;2;1;1; ;1; ; ;4;1; ; ; ;3;1;1; ;5;2;1;2;1;2;4;2;8;8; ; ; ;4;3;7;6; ; ; ; ; 
Jujuy;SAN PEDRO;Estatal;Rural;27;27;27; ;2; ; ; ;12;22;7;3;7;7;21;4; ;2;1;18;13; ; ; ; ;1;1;1; ; ; ;5; ; ; ; ;3;2;1;1;5;2;3;1; ;7;9;11;27;27; ; ; ;2;2;16;10; ; ; ; ; 
Jujuy;SAN PEDRO;Estatal;Urbano;56;56;56; ;2; ; ; ;43;47;22;8;14;15;47;13; ;4;5;48;34;20;15;2;1;3;5;6;2; ;1;18;1;19;12;5;25; ;3;3;37;17;15;18;19;17;22;17;53;53; ; ; ;23;18;47;29; ; ; ; ; 
Jujuy;SAN PEDRO;Privado;Urbano;14;14;14; ; ; ; ; ;12;9;8;4;4;5;14;6; ;1; ;13;2;2;2; ; ;1;1;2; ; ; ; ; ;14;7; ;8; ;3;1;13;10;4;8;4; ; ;14;12;11; ;1; ;4;4;7;2;4;5;2;1;1
Jujuy;SANTA BARBARA;Estatal;Rural;11;11;10; ;1; ; ;1;7;8;4;1; ;2;8;1; ; ;3;5;5;1; ; ; ; ; ; ; ; ; ;1; ;1; ;2; ; ; ; ;2;2;1;2;2;3;2;6;11;11; ; ; ;3;2;7;2; ; ; ; ; 
Jujuy;SANTA BARBARA;Estatal;Urbano;20;20;19; ;3; ; ; ;11;14;5;1;5;5;15;4; ;1;1;13;9;5;7; ; ;2;3;2;1; ; ;2;1;2;1; ;2;2; ; ;5;2;2;1;1;2;11;7;18;18; ; ; ;5;3;14;9; ; ; ; ; 
Jujuy;SANTA CATALINA;Estatal;Rural;26;26;23; ;6; ; ; ;18;21;3;4;6;8;22;2; ;3;1;19;8;2;2; ; ; ; ;1;1; ; ;21;1; ; ; ;4;18;2; ;19;10;6;8;4;2;12;12;25;25; ; ; ;10;3;17;9; ; ; ; ; 
Jujuy;SUSQUES;Estatal;Rural;21;21;17;2;6; ; ; ;13;20;6;4;4;6;20;2; ;2;3;16;12;4;2; ; ;1; ;3; ; ; ;10;2;1; ; ;5;6;1;2;11;6;5;6;4;5;10;6;19;19; ; ; ;5;4;12;11; ; ; ; ; 
Jujuy;TILCARA;Estatal;Rural;19;19;12; ;7; ; ; ;15;18;5;5;5;10;16;3; ; ;1;12;11;5;5;1;1;1;1;3; ; ; ;9;5; ; ; ;2;12; ;1;11;5;3;6;1;2;6;11;19;19; ; ; ;3;1;14;6; ; ; ; ; 
Jujuy;TILCARA;Estatal;Urbano;11;11;11; ; ; ; ; ;10;8; ;2;4;5;8;3; ; ;1;7;3;4;3; ; ;1;2;2; ; ; ; ;2; ; ; ; ;2; ; ;2; ;1; ;1;3;5;3;10;10; ; ; ;6;5;8;6; ; ; ; ; 
Jujuy;TUMBAYA;Estatal;Rural;22;22;18; ;4; ; ; ;19;19;5;5;9;9;22;2; ;7;1;16;11;4;3;1; ;1;3;6; ; ;1;12;5;1; ;1;7;10; ; ;15;12;8;10;3;1;11;10;22;22; ; ; ;5;3;17;5; ; ; ; ; 
Jujuy;VALLE GRANDE;Estatal;Rural;14;14;9;2;3; ;1; ;11;14;4;1;6;7;13;1; ;5;1;11;8;2;1; ; ; ;1;1; ; ;1;9; ;1; ; ; ;10; ; ;6;4;2;9;1;1;4;9;14;14; ; ; ;1;1;10;4; ; ; ; ; 
Jujuy;YAVI;Estatal;Rural;34;34;32; ;3; ; ; ;25;33;3;6;8;14;30;7; ;3;1;23;18;8;7;1;3;1;1;5; ; ; ;20;2; ; ; ;4;18;1; ;20;11;5;5;2; ;10;24;30;30; ; ; ;12;6;25;11; ; ; ; ; 
Jujuy;YAVI;Estatal;Urbano;19;19;19; ;1; ; ; ;17;15;5;4;8;4;12;9; ;2;2;16;11;4;3; ;1;3;2;1;1; ; ;5;2;4;6;1;5;2; ;2;9;2;3;2;3;4;12;3;17;17; ; ; ;7;6;15;11; ; ; ; ; 
La Pampa;ATREUCO;Estatal;Rural;11;11;11; ; ; ; ;1;8;9;4;1;6;7;9;9; ;3; ;10;7;2;3;1;1;2;2;3;3; ;1;8;2;1; ;2;4;2;3;2;7;11;5;8;6; ; ;11;11;10; ;1; ;6;2;6;1; ; ; ; ; 
La Pampa;ATREUCO;Estatal;Urbano;10;10;10; ; ; ; ; ;7;8;6; ;5;4;6;8; ;3;2;8;6;2;3;2; ;2;1;1;2; ; ;9; ;1; ; ;4;3;4;2;9;9;7;7;3; ;1;9;9;9; ; ; ;1;1;7;5; ; ; ; ; 
La Pampa;CAPITAL;Estatal;Rural;6;6;6; ; ; ; ; ;5;6;4;4;5;5;5;4; ;2; ;6;4;2;3;2;2;3;3;1;2; ; ;3;2; ; ; ;4;2; ; ;3;5;3;3;1;2;2;2;6;6; ; ; ; ; ;4;3; ; ; ; ; 
La Pampa;CAPITAL;Estatal;Urbano;103;103;103; ; ; ; ; ;72;90;47;33;58;44;75;55; ;31;5;97;65;36;30;8;7;26;22;19;15; ;12;94;3;3;35;2;75; ;3;17;78;93;55;53;24;18;2;83;92;87;1;1;3;27;18;72;49; ; ; ; ; 
La Pampa;CAPITAL;Privado;Urbano;24;24;24; ; ; ; ; ;17;14;15;14;15;10;18;13; ;6;2;20;5;7;7;3;5;5;3;4;3; ;1; ;3;21;8;1;18;2; ;6;23;20;11;13;8; ; ;24;11;8;2;1; ;8;6;23;10; ;4;4;6;1
La Pampa;CATRILO;Estatal;Rural;8;8;8; ; ; ; ; ;5;8;3;1;4;3;6;3; ;3; ;8;6; ;2;2; ;1; ;2;1; ; ;8; ; ;1; ;6;1; ;1;7;8;2;3;3;3; ;5;7;7; ; ; ;3;1;6;4; ; ; ; ; 
La Pampa;CHAPALEUFU;Estatal;Rural;15;15;15; ; ; ; ; ;15;12;10;6;9;5;12;10; ;3;2;13;9;1;1;1; ; ; ;1; ; ; ;11;2;2;2; ;10;4; ;4;11;15;3;10;2;8;1;6;9;9; ; ; ;2;1;7;3; ; ; ; ; 
La Pampa;CHAPALEUFU;Estatal;Urbano;8;8;8;1; ; ; ; ;7;8;8;4;5;2;8;6; ;4;1;8;5;3;3;3;3;2;2;3;2; ;3;7;1; ;1;1;6; ;1;2;8;8;4;4;2;3; ;5;6;6; ; ; ;1;1;7;4; ; ; ; ; 
La Pampa;CHICAL CO;Estatal;Rural;7;7;7; ; ; ; ; ;6;7;4;2;2; ;7;3; ;1;1;5;4;2;2;1;1; ; ;2; ; ; ;7; ; ;1;1;2;4; ;2;6;7;3;2;1; ; ;7;5;5; ; ; ;2;1;5;3; ; ; ; ; 
La Pampa;CONHELO;Estatal;Rural;14;14;13; ; ; ; ;1;11;12;5;2;10;7;7;9; ;5; ;12;9;2;4;1; ;3;2;1;1; ; ;11;2; ;1;3;8;3;1;1;10;13;7;4;1;3;2;9;12;12; ; ; ;1; ;8;6; ; ; ; ; 
La Pampa;CONHELO;Estatal;Urbano;18;18;18; ; ; ; ; ;17;15;10;7;12;6;14;11; ;9;2;15;12;5;4;3;1;5;3;5;4; ;4;12;5;1;4;4;11;3;1;1;15;18;11;13;6;9;2;7;18;18; ; ; ;6;6;15;8; ; ; ; ; 
La Pampa;CURACO;Estatal;Rural;6;6;6; ; ; ; ; ;4;6;3; ; ;1;5;2; ; ; ;4;4;1;1;1; ; ; ;1; ; ; ;6; ; ;1; ;2;3;1; ;5;6;1;1; ; ; ;6;3;3; ; ; ;1; ;4;2; ; ; ; ; 
La Pampa;Enmascarado;Estatal;Rural;14;14;14; ;1; ; ; ;6;12;7;4;4;4;9;5; ;1;2;9;7; ;1; ;1; ; ;1;1; ; ;12;1; ;2;1;7;2;6;1;11;11;4;9;1;1;1;12;9;9; ; ; ;3; ;10;5; ; ; ; ; 
La Pampa;Enmascarado;Estatal;Urbano;15;15;15; ; ; ; ; ;11;14;8;7;9;9;13;7; ;6; ;13;8;4;5; ; ;2;4;2;1; ;2;12;3; ;2; ;7;7; ;2;13;15;9;8;4;3; ;12;14;13; ; ;1;4;4;9;6; ; ; ; ; 
La Pampa;Enmascarado;Privado;Urbano;16;16;16; ; ; ; ; ;13;14;12;8;12;8;16;4; ;1;1;15;3;5;4;4;4;5;3;6;4; ; ; ; ;16;2;3;10;2;1;3;16;15;12;11;9;5;1;10;12;8;2; ;2;10;8;16;14; ;5;5;13;1
La Pampa;GUATRACHE;Estatal;Rural;11;11;11; ; ; ; ; ;9;11;4;1;6;6;11;4; ;2; ;9;7;1;1;1; ; ; ;1;1; ; ;10;1; ;2; ;6;2;2; ;7;11;1;2;1;1;1;9;10;10; ; ; ;1;1;2;1; ; ; ; ; 
La Pampa;GUATRACHE;Estatal;Urbano;7;7;7; ; ; ; ; ;7;6;6;3;5;5;6;5; ;4; ;7;4;2;2;3;2;3;2;3;3; ; ;7; ; ;1;1;4; ;1; ;7;7;4;6;3; ;3;4;7;7; ; ; ;3;2;4;4; ; ; ; ; 
La Pampa;HUCAL;Estatal;Rural;6;6;5;1;1; ; ; ;5;6;4;2;5;3;5;5; ;2; ;6;5;1;2;1;1;1;1;1; ; ; ;4;2; ;1;1;4;1;1; ;4;6;3;4;2;2; ;4;6;6; ; ; ;2;1;4;4; ; ; ; ; 
La Pampa;HUCAL;Estatal;Urbano;8;8;8; ; ; ; ; ;5;7;5;2;3;4;6;5; ;2;1;7;4;1;3; ; ;1;1; ;1; ; ;6;2; ; ;1;6; ;2; ;5;8;2;5;2;3; ;5;8;7; ;1; ;2;2;3;2; ; ; ; ; 
La Pampa;LOVENTUE;Estatal;Rural;11;11;11;1; ; ; ; ;4;11;3;3;4;1;7;6; ;3;1;10;7;1;6; ; ;3;1;2;4; ;1;11; ; ;1; ;5;3;3;2;7;11;4;6; ; ;1;10;10;10; ; ; ;2; ;9;5; ; ; ; ; 
La Pampa;LOVENTUE;Estatal;Urbano;6;6;6; ; ; ; ; ;6;5;6;3;3;4;6;2; ;2;1;6;2;4;4;4; ;2;3;4; ; ; ;6; ; ; ; ;5;1;1; ;6;6;6;4;3;2; ;4;6;6; ; ; ;2;1;6;3; ; ; ; ; 
La Pampa;MARACO;Estatal;Rural;13;13;13; ; ; ; ; ;12;10;6;2;6;6;9;5; ;1; ;11;6;2;1; ; ; ;1; ; ; ; ;11;1; ; ; ;3;2;2;5;9;10;2;5;1; ;1;12;7;7; ; ; ; ; ;4;2; ; ; ; ; 
La Pampa;MARACO;Estatal;Urbano;46;46;46; ; ; ; ; ;45;45;26;14;30;29;41;27; ;9;2;45;31;21;20;2; ;15;14;8;8; ;5;44;1;1;22;7;22;2;7;8;44;44;28;30;15;8;3;35;39;39; ; ; ;17;10;35;26; ; ; ; ; 
La Pampa;MARACO;Privado;Urbano;8;8;8; ; ; ; ; ;8;8;6;4;3;3;7;5; ; ;1;7;1;3;2;1;1;3;1;2;1; ; ;1; ;7;1; ;6;2;2; ;8;8;5;6;2; ;1;7;6;4;2; ; ;4;4;7;1; ;5;5;4;1
La Pampa;PUELEN;Estatal;Rural;10;10;10; ; ; ; ; ;8;10;6;2;5;5;8;3; ;2; ;8;8;3;2; ; ; ;1;1; ; ;1;10; ; ;1;1;2;4;3;1;9;9;2;6;1;1; ;9;4;4; ; ; ;2; ;7;3; ; ; ; ; 
La Pampa;PUELEN;Estatal;Urbano;11;11;11; ; ; ; ;1;10;11;10;4;5;6;10;6; ;4; ;9;6;6;5;2;1;2;3;2;3; ;1;9;1;1;1; ;7;3;2;2;11;8;7;6;5;1;3;7;8;7; ;1; ;7;4;9;7; ; ; ; ; 
La Pampa;QUEMU QUEMU;Estatal;Rural;8;8;8; ; ; ; ; ;7;6;4;2;3;4;6;4; ;3; ;7;4;1;1;1;1;2;2;1;1; ; ;8; ; ;2; ;5;1; ;1;8;8;2;6; ;1;1;6;6;6; ; ; ;1; ;3;1; ; ; ; ; 
La Pampa;QUEMU QUEMU;Estatal;Urbano;9;9;9; ; ; ; ; ;9;9;7;3;6;8;9;7; ;5; ;9;7;4;3;3;1;3;4;4;3; ; ;5; ;4; ;1;6;2;2;1;9;8;6;8;2;6;1;2;8;8; ; ; ;3;2;6;6; ; ; ; ; 
La Pampa;RANCUL;Estatal;Rural;14;14;14; ; ; ; ; ;10;13;8;4;6;5;11;6; ;4; ;9;10;3;2;1; ;1;1;1;1; ;1;11;1;1; ; ;5;6;3; ;9;12;3;6;2;2; ;12;10;10; ; ; ;3; ;6;3; ; ; ; ; 
La Pampa;RANCUL;Estatal;Urbano;11;11;11; ; ; ; ; ;9;11;6;3;2;1;9;7; ;1; ;11;6;1;1;1; ; ; ;1; ; ; ;10; ;1; ; ;9;1;2; ;8;10;5;4;4;2;1;8;6;6; ; ; ;5;4;7;6; ; ; ; ; 
La Pampa;REALICO;Estatal;Rural;15;15;15; ; ; ; ; ;13;13;9;2;10;7;13;10; ;2; ;13;10;3;3;1;1;3;3;1;1; ; ;13;1;1;1;2;7;3;2;2;12;15;5;7;4;5;2;8;11;11; ; ; ;6;3;11;4; ; ; ; ; 
La Pampa;REALICO;Estatal;Urbano;17;17;17;1; ; ; ; ;16;16;13;8;13;12;15;7; ;8;2;15;8;5;5;3;2;2;1;3;2; ;1;12;3;2;3;2;10;4;2;3;17;15;9;10;5;9;2;6;13;13; ; ; ;8;6;13;7; ; ; ; ; 
La Pampa;TOAY;Estatal;Urbano;12;12;12; ; ; ; ; ;11;10;5;3;7;7;9;6; ;1; ;11;7;3;4;1;1;3;3;1;1; ; ;12; ; ;4; ;10;1;2;2;9;8;6;10;2;4; ;8;11;10; ;1; ;2;1;6;6; ; ; ; ; 
La Pampa;TRENEL;Estatal;Rural;6;6;6; ; ; ; ; ;6;6;4;3;4;2;4;4; ;1; ;6;3; ; ; ; ; ; ;1; ; ; ;6; ; ;1;1;2; ; ;3;4;6;1;3;1;2; ;4;3;3; ; ; ;2; ;4;1; ; ; ; ; 
La Pampa;UTRACAN;Estatal;Rural;15;15;15; ; ; ; ; ;11;14;9;2;9;7;10;8; ;1; ;14;10;2;1; ; ;1;1; ;1; ; ;14;1; ;1;1;5;2;7;1;12;13;3;7;1;1; ;14;10;9; ;1; ;1;1;6;2; ; ; ; ; 
La Pampa;UTRACAN;Estatal;Urbano;16;16;16; ; ; ; ; ;14;15;12;8;11;12;15;10; ;8;1;12;9;3;6;1;3;3;3;4;5; ;4;16; ; ;8;3;6;1;4;3;15;14;8;10;3;2; ;14;15;15; ; ; ;7;4;12;9; ; ; ; ; 
La Rioja;ARAUCO;Estatal;Rural;9;9;9; ; ; ; ; ;4;6;2;1;2;2;7;4; ;2; ;7;1;3;6;1;1;1;2;5;2; ;2;8; ; ; ; ;3;3; ;2;7;8;6;6;4;2; ;7;9;9; ; ; ;3; ;8;3; ; ; ; ; 
La Rioja;ARAUCO;Estatal;Urbano;13;13;13; ; ; ; ; ;4;12;4;2;3;4;12;3; ;1;1;10;2;2;3; ; ; ;1;2; ; ; ;12; ; ; ; ;8;1;2;1;12;10;9;5;5;1;1;11;12;11; ; ;1;4;1;11;7; ; ; ; ; 
La Rioja;CAPITAL;Estatal;Rural;25;25;25; ; ; ; ; ;19;21;11;8;9;13;24;9; ;5;1;17;3;6;6;2;3;2;4;6;2; ; ;23; ;1;3; ;8;15;2;4;20;22;14;14;7;2;2;21;23;23; ; ; ;10;1;20;12; ; ; ; ; 
La Rioja;CAPITAL;Estatal;Urbano;132;132;132; ; ; ; ;2;105;114;63;26;51;46;122;60; ;39;7;119;49;55;43;12;5;21;19;28;21; ;17;126;2;2;13;8;114;3;5;21;128;87;81;67;37;17;35;80;113;111;1;1; ;54;33;125;107; ; ; ; ; 
La Rioja;CAPITAL;Privado;Urbano;29;29;29; ; ; ; ; ;21;25;15;16;18;16;28;12; ;4;2;29;5;3;4; ; ;4;3;3; ; ;1;2; ;27;8;3;23;3;2;3;28;28;17;22;13; ; ;29;23;21; ;2; ;12;10;23;16;6;18;14;10; 
La Rioja;CASTRO BARROS;Estatal;Rural;15;15;15; ; ; ; ; ;9;10;8;4;4;3;13;4; ; ;2;12;4;4;2;2;1; ; ;6;1; ; ;15; ; ; ;1;12;1;1;2;15;11;7;7;4;1;1;13;15;14; ; ;1;4;1;12;4; ; ; ; ; 
