provincia;Departamento;sector;ambito;Localizacion;ElectricidadSi;ElectricidadRedpública;ElectricidadGrupoelectrógeno;ElectricidadPanelfotovoltaicosolar;ElectricidadGeneradoreólico;ElectricidadGeneradorhidráulico;ElectricidadOtro;EquipamientoEstablecimientoTelevisor;EquipamientoEstablecimientoSistemamultimediaoCañón;EquipamientoEstablecimientoScanner;EquipamientoEstablecimientoWebcam;EquipamientoEstablecimientoReproductordeCD;EquipamientoEstablecimientoReproductordeDVD;EquipamientoEstablecimientoImpresora;EquipamientoEstablecimientoEquipoemisorderadioAMFM;EquipamientoEstablecimientoEquiporeceptorderadioAMFM;EquipamientoEstablecimientoServidorparausoescolar;EquipamientoEstablecimientoImpresora3D;EquipamientoEstablecimientoEquipodeSonido;EquipamientoEstablecimientoPizarrasdigitales;EquipamientoBibliotecaTelevisor;EquipamientoBibliotecaSistemamultimediaoCañón;EquipamientoBibliotecaScanner;EquipamientoBibliotecaEquipamientoBibliotecaWebcam;EquipamientoBibliotecaReproductordeCD;EquipamientoBibliotecaReproductordeDVD;EquipamientoBibliotecaImpresora;EquipamientoBibliotecaEquipoemisorderadioAMFM;EquipamientoBibliotecaEquiporeceptorderadioAMFM;EquipamientoBibliotecaServidorparausoescolar;InternetTipodeservicioGratuitoEstado;InternetTipodeservicioGratuitoOtro;InternetTipodeservicioPago;InternetTipodeconexiónTelefónica;InternetTipodeconexiónADSL;InternetTipodeconexiónCableMódem;InternetTipodeconexiónSatelital;InternetTipodeconexiónOtroTipo;InternetTipodeconexiónMóvil;EspaciosconconexiónEneláreadeadministración;EspaciosconconexiónEnlasaulas;EspaciosconconexiónEnlabibliotecas;EspaciosconconexiónEnotroespaciodelestablecimiento;EspaciosconconexiónEnellaboratorio;CooperadoraConpersoneríajurídica;CooperadoraSinpersoneríajurídica;CooperadoraNo;SistemadeGestiónEscolarSi;SistemadeGestiónEscolarProvistoporelMinisterio;SistemadeGestiónEscolarDesarrolladoporterceros;SistemadeGestiónEscolarEncargadoporelEstablecimiento;SistemadeGestiónEscolarPlanilladeCalculo;DisponedesalaolaboratoriodeinformáticaSi;LaboratorioFuncionaesespacioexclusivoSi;BibliotecaDisponedealmenosunaSi;BibliotecaFuncionaesespacioexclusivoSi;SubvenciónEstatalJardínMaternalSi;SubvenciónEstatalJardíndeInfantesSi;SubvenciónEstatalPrimariaSi;SubvenciónEstatalSecundariaSi;SubvenciónEstatalSNUSi
Buenos Aires;ROQUE PEREZ;Estatal;Urbano;19;19;19; ; ; ; ; ;11;11;5;1;6;5;14;9; ;5;1;15;6;6;6; ;1;2;3;2;4; ;3;17; ;2;1; ;9;8;1;2;13;17;8;7;3;10;1;8;14;11; ; ;3;4;2;11;9; ; ; ; ; 
Buenos Aires;SAAVEDRA;Estatal;Rural;23;23;22; ; ; ; ;1;17;19;12;8;15;12;21;10; ;5;1;20;10;6;9;3;3;7;7;4;3; ;5;15;8; ;3;1;13;8;4;2;20;22;12;15;5;13;6;4;5;5; ; ; ;9;3;17;11; ; ; ; ; 
Buenos Aires;SAAVEDRA;Estatal;Urbano;14;14;14; ; ; ; ; ;12;14;11;7;10;8;14;8; ;1;1;14;6;3;2;2;2;5;3;1;2; ; ;4;2;8;8; ;8;3;1;1;14;10;10;8;5;10;4; ;8;8; ; ; ;5;3;13;11; ; ; ; ; 
Buenos Aires;SAAVEDRA;Privado;Urbano;8;8;8; ; ; ; ; ;6;6;7;3;6;6;8;4; ;4; ;5;2;1;2;2;2;2;3;4;3; ; ; ; ;8;4; ;6; ; ;2;8;8;7;6;5;1; ;7;5;4; ;1; ;5;4;7;6;3;2;2;2;1
Buenos Aires;SALADILLO;Estatal;Rural;42;42;42; ;2; ; ; ;28;34;16;9;17;17;34;23; ;6;2;36;14;5;7;1;2;1;3;6;5; ;1;32;5;2; ;2;12;27;5;2;25;38;12;22;4;28;7;7;12;12; ; ; ;10;4;25;10; ; ; ; ; 
Buenos Aires;SALADILLO;Estatal;Urbano;30;30;30; ; ; ; ; ;21;21;10;2;9;8;20;15; ;4;3;22;9;13;10;2;1;5;4;4;4; ;2;21;3;5;3;1;17;9;4;2;22;23;17;13;8;12;8;10;11;10; ; ;1;12;7;23;17; ; ; ; ; 
Buenos Aires;SALADILLO;Privado;Urbano;7;7;7; ; ; ; ; ;7;5;5;6;6;7;7;3; ;1;1;7; ;3;2; ;1;3; ;1; ; ;1; ; ;7; ;1;5;1; ;1;7;7;3;6;5;1;1;5;7;6;1; ; ;5;5;5;4; ;1;1;3; 
Buenos Aires;SALLIQUELO;Estatal;Urbano;12;12;12; ; ; ; ; ;10;12;6;3;7;5;12;4; ;1;1;12;8;9;10;2;1;7;4;4;4; ;1;1;8;3; ;1;7;3;2; ;12;9;10;7;2;11;1; ;8;8; ; ; ;5;2;12;11; ; ; ; ; 
Buenos Aires;SALTO;Estatal;Rural;21;21;21; ; ; ; ; ;16;15;3;5;3;6;18;6; ;2; ;15;6;4;4; ;1;2;2;3;2; ;2;10;9;2;2; ;11;9;1;3;18;16;9;9;6;10;6;5;13;12; ; ;1;5;1;13;8; ; ; ; ; 
Buenos Aires;SALTO;Estatal;Urbano;28;28;28; ; ; ; ; ;20;22;9;3;8;11;23;5; ; ;1;22;7;11;9; ; ;6;9;1;2; ; ;6;2;19;5;3;15;4;1;4;24;14;14;9;4;12;7;9;13;10; ; ;3;8;4;23;18; ; ; ; ; 
Buenos Aires;SALTO;Privado;Urbano;7;7;7; ; ; ; ; ;7;7;5;1;7;7;6;3; ;4;1;7; ;4;2; ; ;3;3;2;1; ;2; ; ;7;4;1;4; ;1; ;7;7;5;7;1; ; ;7;5;4;1; ; ;2;1;5;4; ;3;2;2; 
Buenos Aires;SAN ANDRES DE GILES;Estatal;Rural;39;39;38; ;1; ; ;1;33;31;18;5;13;16;37;9; ;1; ;31;7;2;2;2;1;1;2;4; ; ; ;29;8;2;1; ;8;28;4;2;28;34;9;16;1;23;11;5;16;14; ; ;2;6;2;21;9; ; ; ; ; 
Buenos Aires;SAN ANDRES DE GILES;Estatal;Urbano;28;28;28; ; ; ; ; ;19;18;10;2;9;7;23;5; ;2;2;18;2;4;3;1; ;1; ;1; ; ;1;16;4;7;3;2;8;11;1;5;20;22;11;10;4;11;9;8;12;9; ; ;3;8;2;21;15; ; ; ; ; 
Buenos Aires;SAN ANDRES DE GILES;Privado;Urbano;8;8;8; ; ; ; ; ;8;7;5;5;1;1;8;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ;8;2; ;7;2; ;1;8;7;2;7;4;1; ;7;4;1;2;1; ;4;2;2;2;1;1;3;3; 
Buenos Aires;SAN ANTONIO DE ARECO;Estatal;Rural;18;18;17;1; ; ; ;1;11;13;7;2;5;5;14;6; ; ;1;13;7;3;5; ;1;1;3;4; ; ; ;9;8;1;1; ;5;12;3;2;13;16;9;9;3;7;7;4;5;5; ; ; ;5;1;13;6; ; ; ; ; 
Buenos Aires;SAN ANTONIO DE ARECO;Estatal;Urbano;30;30;30; ; ; ; ; ;21;23;14;8;15;10;26;20; ;4;1;26;6;9;10;2;1;6;2;2;4; ;1;18; ;10;7;2;9;10;3;4;26;22;19;13;5;4;21;5;14;14; ; ; ;10;4;27;20; ; ; ; ; 
Buenos Aires;SAN ANTONIO DE ARECO;Privado;Urbano;10;10;10; ; ; ; ; ;7;10;9;9;6;5;10;8; ;1;2;10;1;4;6; ;4;5;4; ;3; ; ; ; ;10;1; ;6;1;3; ;10;10;6;5;6; ;1;9;6;1;2;1;2;7;6;7;4; ;1;1;1;1
Buenos Aires;SAN CAYETANO;Estatal;Rural;10;10;10; ; ; ; ; ;9;8;3; ;6;5;9;3; ;5;1;8;7;7;6; ; ;5;2;5;2; ;3;5;4; ; ; ;5;4; ;2;5;8;4;4;1;7;2;1;6;6; ; ; ; ; ;7;2; ; ; ; ; 
Buenos Aires;SAN CAYETANO;Estatal;Urbano;10;10;10; ; ; ; ; ;8;7;5;2;6;3;7;6; ;4;1;8;6;5;5;1;1;3;3;3;1; ;2;8;1;1; ;2;4;3; ;2;8;10;7;6;4;5;3;2;8;8; ; ; ;2;2;7;7; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Estatal;Rural;27;27;22;14;4; ; ;1;17;23;12;8;12;15;21;8; ;2;1;20;10;4;9;3;2;5;7;5;4; ; ;26;1; ;3; ;5;22; ;1;20;20;5;8;6;13;6;8;15;15; ; ; ;7;2;20;7; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Estatal;Urbano;73;73;72;1; ; ; ;1;56;63;30;18;24;25;66;18; ;11;2;61;26;21;22;4;5;9;8;8;6; ;3;68;1;1;5;1;44;7;15;6;69;52;44;33;20;24;19;30;46;39; ; ;7;24;11;68;47; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;67;66;66; ; ; ; ; ;46;60;48;41;41;35;63;32; ;14;10;61;8;9;14;13;10;14;10;18;6; ;2; ;3;63;7;8;50;3;5;8;66;54;36;46;36;1; ;66;37;10;13;13;1;37;34;45;32;4;20;14;15;1
Buenos Aires;SAN ISIDRO;Estatal;Urbano;93;93;93; ; ; ; ; ;74;79;51;28;43;51;84;38; ;12;6;84;35;22;22;4;4;11;17;12;10; ;3;75;9;8;9;3;73;5;7;10;90;76;57;51;39;43;22;28;50;40;4;1;5;43;28;79;66; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;181;176;175;10;5; ; ;1;136;155;126;136;117;100;169;62; ;37;28;161;60;37;48;19;38;40;33;40;15; ;6;2;1;172;21;20;137;15;12;34;174;146;91;133;125;2; ;176;102;21;46;32;3;124;108;104;82;8;25;26;27;5
Buenos Aires;SAN MIGUEL;Estatal;Urbano;125;120;120; ;1; ; ; ;86;98;63;28;45;41;109;40; ;5;8;98;36;32;35;7;8;17;14;17;10; ;1;103;5;6;30;6;78;3;13;17;114;57;47;33;15;50;55;15;68;58;2;1;7;27;15;104;77; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;146;131;130;8;3; ; ;1;111;101;81;75;71;59;127;51; ;20;6;125;20;24;17;6;15;18;11;16;16; ;3; ; ;129;50;8;86;7;20;23;127;101;45;88;75; ; ;131;67;28;13;17;9;85;73;79;57;8;41;36;38;2
Buenos Aires;SAN NICOLAS;Estatal;Rural;6;6;6; ; ; ; ; ;3;5;1; ;1; ;3; ; ; ; ;2;3;1;1; ; ; ; ; ; ; ; ;3;1; ; ; ;3;2; ; ;4;3;3; ;1;2;1;3;4;4; ; ; ;1; ;4;3; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;103;103;103; ; ; ; ; ;74;87;55;23;43;47;93;38; ;14;8;86;41;24;32;6;3;11;14;16;12; ;5;74;10;14;11;8;60;27;6;6;95;54;47;39;23;54;33;16;49;48; ; ;1;34;23;86;61; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Privado;Urbano;57;57;57;1; ; ; ; ;40;48;43;34;32;28;55;32; ;14;6;53;7;7;6;3;6;9;7;5;4; ;2; ; ;56;11;6;45; ;3;9;56;45;16;34;20; ; ;57;27;13;6;6;2;23;16;30;22;7;17;16;17;4
Buenos Aires;SAN PEDRO;Estatal;Rural;41;41;40; ;1; ; ; ;31;27;10;2;8;15;29;15; ;1;1;26;9;7;4; ; ;3;3;5;3; ;1;35;1;3;3; ;11;20;5;1;30;26;2;7; ;18;12;11;10;9; ;1; ;3;1;18;11; ; ; ; ; 
Buenos Aires;SAN PEDRO;Estatal;Urbano;48;48;48; ; ; ; ; ;44;41;18;4;19;27;46;22; ;4;3;42;6;17;10;3;1;4;8;11;6; ;2;40;2;5;7;7;19;9;6;3;45;24;17;12;3;23;17;8;22;21; ;1; ;4;2;42;28; ; ; ; ; 
Buenos Aires;SAN PEDRO;Privado;Urbano;13;13;13; ; ; ; ; ;11;11;7;4;10;6;13;9; ; ;1;12; ;2;2;3;1;2;3;4;3; ; ; ;1;12;5;2;9; ; ;4;13;10;6;8;3; ; ;13;3;3; ; ; ;3;3;9;5; ;3;4;4;1
Buenos Aires;SAN VICENTE;Estatal;Rural;12;12;12; ; ; ; ; ;6;7;2; ; ;5;6;2; ; ;1;4;2;1;1;1; ; ;1;1;1; ; ;10; ; ; ; ;3;6; ;1;6;7;1;2; ;6;2;4;10;10; ; ; ;1; ;9;2; ; ; ; ; 
Buenos Aires;SAN VICENTE;Estatal;Urbano;54;54;54; ; ; ; ;1;36;37;15;3;12;19;38;14; ;6;2;38;10;20;12;1;1;6;9;2;5; ;2;43;2;2;12;3;26;8;4;8;46;29;25;11;4;34;8;12;46;46; ; ; ;10;6;47;32; ; ; ; ; 
Buenos Aires;SAN VICENTE;Privado;Urbano;19;16;15;2; ; ; ;1;14;14;9;8;8;7;15;4; ;2;2;13;3;1;3; ;1;3;3;1;2; ;1; ; ;16;7;2;11;1; ;3;16;12;3;7;4; ; ;16;8;4;1;2;1;6;5;8;5; ;2;3;4; 
Buenos Aires;SUIPACHA;Estatal;Rural;16;16;16; ; ; ; ; ;10;12;1; ;4;6;13;3; ;2; ;11;10;2;3; ; ;2;2;1; ; ; ;7;9; ;1; ;6;7; ;4;10;14;3;6;1;9;2;5;5;5; ; ; ;3;1;6;2; ; ; ; ; 
Buenos Aires;SUIPACHA;Estatal;Urbano;12;12;12; ; ; ; ; ;5;7; ;1;2;4;7;2; ; ;1;7;4;1;2; ; ; ; ; ; ; ; ;8;4; ;1;1;4;4;1;1;9;9;3;7;2;6;2;4;2;2; ; ; ;1; ;9;5; ; ; ; ; 
Buenos Aires;SUIPACHA;Privado;Urbano;5;5;5; ; ; ; ; ;2;5;4;3;3;3;5;4; ;1;1;5;1; ;2;1;2;2;2; ;3; ; ; ;3;2;1;2;3; ; ; ;5;4;5;4;5; ; ;5;4;1;2;1; ;5;5;5;5; ; ;2;2; 
Buenos Aires;TANDIL;Estatal;Rural;50;50;48; ;1; ; ;2;42;37;25;15;23;20;39;21; ;9;4;35;14;8;5;6;3;5;7;5;3; ;1;45;4; ;1;3;19;16;11;2;35;46;24;26;13;22;11;17;18;18; ; ; ;9;3;32;15; ; ; ; ; 
Buenos Aires;TANDIL;Estatal;Urbano;79;78;78; ; ; ; ; ;51;68;52;20;31;32;73;41; ;13;5;71;17;24;15;6;3;10;14;13;11; ;2;73;2;3;10;4;49;9;12;10;77;66;56;45;20;43;19;16;48;38;5; ;5;18;10;66;51; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;46;46;46; ; ; ; ;1;37;36;29;24;33;19;45;26; ;3;4;41;8;6;3;1;1;4;3;7;1; ;1; ; ;45;16;2;35;2;1;11;45;41;25;34;25; ; ;46;28;11;8;9; ;24;21;31;26;3;8;5;4;1
Buenos Aires;TAPALQUE;Estatal;Rural;30;28;20;1;7; ; ;1;13;19;11;4;6;4;21;10; ;2; ;8;11;4;5;3;1;1;1;5;1; ; ;22;3;1;1; ;2;22;2;2;13;25;5;12;2;19;1;10;11;9; ; ;2;6;1;15;4; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;13;13;13;1; ; ; ; ;9;10;6;3;3;4;10;6; ;1;1;8;6;6;6;2;2;1;3;3;2; ;1;11;1; ;1; ;5;4;1;1;11;6;4;5;2;11;1;1;6;5;1; ; ;2;2;11;6; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Rural;14;14;13; ; ; ; ;1;14;10;6;2;4;2;12;3; ;7; ;9;2;3;3; ; ;1; ;2;1; ;1;14; ; ; ; ;6;6; ;4;14;8;2;1; ;10;3;1;8;8; ; ; ;3; ;7;2; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Urbano;152;147;147; ; ; ; ;1;109;118;68;28;35;44;137;34; ;25;9;122;41;45;36;11;6;15;22;19;11; ;6;134;5;3;43;2;108;14;8;19;140;91;61;45;22;67;43;40;82;72;3; ;7;32;13;124;94; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;172;169;168;9;2; ; ;1;131;148;124;122;93;87;163;62; ;40;24;163;41;28;43;19;30;33;28;27;15; ;6;1;1;164;36;24;107;13;15;26;163;137;68;119;91; ; ;169;93;29;40;19;5;95;88;100;66;3;38;24;25; 
Buenos Aires;TORDILLO;Estatal;Rural;10;10;9; ;1; ; ; ;5;8;2;1;1; ;7;3; ;2; ;6;6;4;2; ;1;1; ;3; ; ;1;6;4; ;1; ;3;7;1; ;7;9;4;4;1;4;2;4;3;3; ; ; ;2; ;9;4; ; ; ; ; 
Buenos Aires;TORNQUIST;Estatal;Rural;28;28;28;1; ; ; ; ;17;20;11;4;6;7;24;10; ;1;2;17;11;2;3; ; ; ;1;1; ; ; ;11;14;3; ;3;14;9;5;1;17;25;6;9;1;22;3;3;11;10;1; ; ;7; ;11;6; ; ; ; ; 
Buenos Aires;TORNQUIST;Estatal;Urbano;15;15;15; ; ; ; ; ;12;14;12;5;9;9;14;8; ;2;2;14;7;6;5;3;2;4;4;5;4; ;1;9;4;2;3; ;11;1;1;1;14;12;9;11;7;9;5;1;10;10; ; ; ;8;2;12;7; ; ; ; ; 
Buenos Aires;TRENQUE LAUQUEN;Estatal;Rural;54;54;54; ; ; ; ; ;28;28;13;6;15;13;28;15; ;3;1;23;5;7;4;2;1;4;3;5;3; ;1;31;11; ;4; ;8;26;2;4;16;41;8;17;3;22;7;25;10;9; ; ;1;7;1;35;12; ; ; ; ; 
Buenos Aires;TRENQUE LAUQUEN;Estatal;Urbano;36;36;36; ; ; ; ; ;32;32;21;6;17;15;35;14; ;7;2;29;6;20;16;4;5;10;11;8;9; ;6;23;2;9;14; ;13;4;1;11;34;16;19;10;3;24;7;5;13;12; ; ;1;9;6;33;28; ; ; ; ; 
Buenos Aires;TRENQUE LAUQUEN;Privado;Urbano;15;15;15; ; ; ; ; ;14;9;5;9;6;5;14;8; ;5;3;14;1;6;5;1;3;5;4;5;2; ; ; ; ;13;5;2;7; ; ;2;13;13;9;9;6;1; ;14;8;5; ;2;1;5;5;12;10;1;4;3;2; 
Buenos Aires;TRES ARROYOS;Estatal;Rural;30;30;29; ;1; ; ;1;18;25;13;4;6;8;26;11; ; ;2;24;10;3;2; ; ;1;2;1; ; ; ;23;6;1;2;1;11;16; ;4;22;28;9;11;3;11;10;9;7;7; ; ; ;5; ;12;8; ; ; ; ; 
Buenos Aires;TRES ARROYOS;Estatal;Urbano;53;53;53; ; ; ; ; ;43;43;17;8;19;23;45;22; ;4;3;40;19;18;10;1; ;5;9;12;4; ;1;38;8;6;6;4;27;6;10;12;48;39;32;21;8;34;11;8;21;19; ;2; ;15;9;41;36; ; ; ; ; 
Buenos Aires;TRES ARROYOS;Privado;Urbano;13;13;13;2; ; ; ; ;12;13;9;8;12;12;13;8; ;3;4;13;5;10;4;4;5;8;5;8;6; ;3; ;1;12; ; ;9; ;2;4;13;8;11;7;11; ;2;11;9; ;5;4; ;10;8;13;10;4;6;6;4; 
Buenos Aires;TRES DE FEBRERO;Estatal;Urbano;158;158;157; ; ; ; ;1;131;126;93;43;54;62;145;55; ;30;11;133;69;51;42;6;10;14;19;9;11; ;5;130;15;10;23;8;124;11;9;16;153;113;64;61;33;75;43;40;89;79; ; ;10;39;26;121;84; ; ; ; ; 
Buenos Aires;TRES DE FEBRERO;Privado;Urbano;116;116;115;2;3; ; ;1;94;105;84;79;85;71;113;54; ;22;8;111;19;33;26;10;23;36;34;15;12; ;5; ;2;111;19;15;93;4;7;14;113;82;55;75;75; ; ;116;57;23;17;15;2;76;65;76;54;15;41;36;33;4
Buenos Aires;TRES LOMAS;Estatal;Rural;9;9;9; ; ; ; ; ;9;6;2;3;3;3;9;5; ;5;1;8;6;1;2; ; ;1; ;2;1; ;1;5;2;2; ; ;1;7;2; ;6;8;3;4;2;5;2;2;4;3; ;1; ;3;2;5;3; ; ; ; ; 
Buenos Aires;TRES LOMAS;Estatal;Urbano;10;10;9; ; ; ; ;1;7;8;4;1;3;2;10;6; ; ;1;9;3;2;1; ; ;1; ; ;1; ; ;6;2;2; ; ;4;3;2;1;10;5;5;3;1;9; ;1;3;3; ; ; ;3;1;10;8; ; ; ; ; 
Buenos Aires;VICENTE LOPEZ;Estatal;Urbano;99;99;99;1;2; ; ;1;71;89;47;33;45;42;94;36; ;14;7;86;33;29;27;4;6;15;11;9;9; ;3;75;9;12;18;2;80;2;16;6;95;80;44;55;30;33;27;39;56;43;10;1;2;35;23;76;50; ; ; ; ; 
Buenos Aires;VICENTE LOPEZ;Privado;Urbano;151;150;150;12;1; ;1;1;115;128;121;118;109;89;144;59; ;31;25;138;51;31;40;20;31;41;35;38;15; ;8;1; ;149;14;8;125;7;13;30;150;135;77;103;98;1; ;149;81;9;50;20;2;98;80;92;72;9;22;22;27;3
Buenos Aires;VILLA GESELL;Estatal;Urbano;22;22;22; ; ; ; ; ;20;16;11;1;3;1;22;6; ;2;3;17;2;10;6;1; ; ;1;3;1; ; ;18;4; ;9;5;13;2;5;2;22;16;14;14;3;16; ;6;12;12; ; ; ;2;1;18;16; ; ; ; ; 
Buenos Aires;VILLA GESELL;Privado;Urbano;14;14;14; ; ; ; ; ;13;11;7;7;5;5;12;9; ;4; ;12;2; ; ; ; ; ; ; ;1; ; ; ; ;13;4;3;9;1;2;2;13;12;3;9;5; ; ;14;8;3;2;2;1;5;4;4;2;1;4;5;4; 
Buenos Aires;VILLARINO;Estatal;Rural;38;34;31;1;3; ; ; ;17;24;16;7;10;9;24;16; ;2; ;20;11;9;8;2;2;3;6;5;4; ; ;29;4; ; ; ;6;24;5; ;18;31;12;9;1;14;3;19;11;9; ; ;2;5; ;23;10; ; ; ; ; 
Buenos Aires;VILLARINO;Estatal;Urbano;28;28;28; ; ; ; ; ;19;24;12;6;11;13;25;12; ;2;3;25;11;14;10;4;3;6;6;8;3; ;2;19;9; ;5;1;18;3;7;4;27;19;15;9;5;22;3;3;15;14; ; ;1;10;6;24;12; ; ; ; ; 
Buenos Aires;ZARATE;Estatal;Rural;20;20;17;4; ; ; ;1;18;14;4;3;8;8;15;6; ;5;1;14;3;3;2;1; ;1;1;2;1; ;1;15;4; ; ; ;9;12;1; ;18;11;6;5;3;7;4;9;9;8; ; ;1;2;1;15;4; ; ; ; ; 
Buenos Aires;ZARATE;Estatal;Urbano;78;78;76;2;1; ; ; ;56;66;26;13;23;24;67;24; ;9;8;62;31;21;16;2;2;6;10;9;4; ;3;55;7;6;9;2;47;10;6;6;64;43;25;20;10;43;13;22;28;25; ; ;3;20;12;59;48; ; ; ; ; 
Buenos Aires;ZARATE;Privado;Urbano;34;34;34; ; ; ; ; ;24;26;17;20;23;14;34;17; ;2;6;32;2;8;7;3;7;6;6;5;5; ;1; ; ;34;7;8;20; ; ;3;33;32;16;28;20;1; ;33;13;4;3;6; ;16;14;24;13;1;11;5;6;1
Catamarca;AMBATO;Estatal;Rural;36;35;35;1; ; ; ; ;17;18;6;4;12;10;22;8; ;1; ;28;9;3;1;3; ;4;4;6;1; ; ;29; ; ; ;1;3;21;4;1;17;24;5;7;2; ;12;23; ; ; ; ; ;5;1;16;7; ; ; ; ; 
Catamarca;ANCASTI;Estatal;Rural;40;40;40; ; ; ; ; ;23;29;17;9;17;17;27;8; ;12;1;25;16;3;4;2;2;2;3;2;1; ; ;33; ; ;1; ;2;32; ; ;20;32;1;13;2;1;8;31; ; ; ; ; ;8; ;31;3; ; ; ; ; 
Catamarca;ANDALGALA;Estatal;Rural;38;36;36; ; ; ; ; ;22;22;8;4;13;13;24;6; ;2;1;23;7;5;4;1;1;2;3;2; ; ; ;13; ;1;2; ;2;10; ; ;13;9;4;7;4;1;10;26; ; ; ; ; ;7;3;22;9; ; ; ; ; 
Catamarca;ANDALGALA;Estatal;Urbano;16;15;15; ; ; ; ; ;8;11;6;4;7;4;13;4; ; ;2;11;4;2;2;2; ;3;1;3;2; ; ;6; ;1;2;1;2;3;2; ;7;5;4;2;4;1;3;11;1;1; ; ; ;7;4;13;7; ; ; ; ; 
Catamarca;ANTOFAGASTA DE LA SIERRA;Estatal;Rural;11;10;7; ;4; ; ; ;10;6;1;4; ;1;7;1; ;3; ;7;4;3;2; ; ; ;1;1;1; ;1;7; ; ; ; ;2;4;1; ;6;3;1;1; ; ;5;5;2;2; ; ; ;3; ;8;4; ; ; ; ; 
Catamarca;BELEN;Estatal;Rural;108;104;89;1;15; ; ; ;56;63;33;21;29;27;61;31; ;13;2;68;34;15;14;3;4;6;7;15;9; ;2;53;15;6;8;3;23;44;4;7;61;46;18;26;11;6;31;71;2;1; ;1; ;29;11;68;24; ; ; ; ; 
Catamarca;BELEN;Estatal;Urbano;19;19;19; ; ; ; ; ;12;14;6;5;6;5;14;9; ;2;3;15;14;6;6; ;1;3;3; ;2; ; ;7; ;3;2;3;6; ;2;1;10;6;5;4;5; ;10;9;1; ; ; ;1;8;6;17;10; ; ; ; ; 
Catamarca;CAPAYAN;Estatal;Rural;49;47;47; ; ; ; ; ;29;31;13;8;21;21;34;21; ;5;2;33;11;7;9;3;2;8;9;5;5; ;2;30; ; ;1;2;4;26;3;2;22;23;6;8;4;6;14;27;7;7; ; ; ;11;5;31;11; ; ; ; ; 
Catamarca;CAPAYAN;Estatal;Urbano;15;15;15; ; ; ; ; ;5;11;7;1;6;7;9;4; ;1;2;11;5;1; ; ; ;1;1; ; ; ; ;5;1; ; ; ;1;5; ; ;3;3; ; ;2; ;4;11;1;1; ; ; ;5;5;10;6; ; ; ; ; 
Catamarca;CAPITAL;Estatal;Urbano;108;105;105; ; ; ; ; ;61;89;35;15;31;37;79;26; ;3;9;93;46;23;19;1;2;4;10;8;4; ; ;64; ;9;9;12;34;17;11;10;66;62;46;41;25;8;43;54;21;19;1; ;1;36;25;90;59; ; ; ; ; 
Catamarca;CAPITAL;Privado;Urbano;24;24;24; ; ; ; ; ;20;22;17;8;8;6;24;8; ;3;3;21;4;7;9;3;1;4;2;5;2; ; ;1; ;23;12;10;13;2;2;4;24;14;14;14;9; ;1;23;8;4; ;4; ;10;8;22;20; ;11;11;12;6
Catamarca;EL ALTO;Estatal;Rural;50;48;46; ; ; ; ;2;22;27;15;4;14;13;25;8; ;6; ;31;14;1;1; ;1;1; ; ; ; ;1;18;3; ;1; ;3;17; ; ;15;17;2;9;3;2;18;28; ; ; ; ; ;10; ;25;5; ; ; ; ; 
Catamarca;Enmascarado;Privado;Urbano;13;13;13; ; ; ; ; ;11;10;9;3;7;6;12;4; ;3;1;13;1;5;5; ;1;3;4;1; ; ; ; ; ;13;4;2;5; ;2;5;13;8;6;6;4; ; ;13; ; ; ; ; ;6;6;10;9; ;9;9;8;1
Catamarca;FRAY MAMERTO ESQUIU;Estatal;Rural;13;13;13; ; ; ; ; ;3;6;3;1;4;3;7;3; ; ;2;9;1;1; ; ; ;1;1; ; ; ; ;7; ;3; ;3;2;5; ;1;6;9;2;4;2; ;8;5; ; ; ; ; ;3;2;12;4; ; ; ; ; 
Catamarca;FRAY MAMERTO ESQUIU;Estatal;Urbano;15;15;15; ; ; ; ; ;6;11;3;1;2;1;10;7; ; ; ;11;6; ;2; ; ;1; ; ;1; ; ;8; ;1; ;1;3;2;3; ;7;7;2;2;1; ;4;11; ; ; ; ; ;3;1;14;7; ; ; ; ; 
Catamarca;LA PAZ;Estatal;Rural;82;81;81; ; ; ; ; ;47;45;23;13;40;31;44;27; ;10;2;48;26;4;3;2; ;2;1;2;1; ; ;39; ;1;1; ;3;32;4;2;22;31;5;11;4;5;17;60;3;3; ; ; ;16;2;60;11; ; ; ; ; 
Catamarca;LA PAZ;Estatal;Urbano;16;16;16; ; ; ; ; ;11;12;6;2;5;4;12; ; ; ;1;6;2;1;1; ; ; ; ; ; ; ; ;10; ; ;1; ;2;8; ;1;7;8;2;2; ;3;6;7;2;2; ; ; ;3;2;11;4; ; ; ; ; 
